statuses_count,followers_count,friends_count,favourites_count,listed_count,is_default_profile,is_profile_use_background_image,user_age,tweets_freq,followers_growth_rate,friends_growth_rate,favourites_growth_rate,listed_growth_rate,followers_friends_ratio,screen_name_length,num_digits_in_screen_name,length_of_name,num_digits_in_name,description_length
2747,10,0,0,3,1,1,1022,2.687866928,0.009784736,0.0,0.0,0.0029354209999999,23524.0,15,0,21,0,47
41249,7537,372,839,43,1,1,3033,13.60006594,2.484998351,0.122650841,0.276623805,0.0141773819999999,20.26075269,15,0,16,0,72
3192,18391,3103,2797,138,0,1,4005,0.797003745,4.592009988,0.7747815229999999,0.6983770290000001,0.034456929,5.926844989,12,0,18,0,44
765,9,1,1,3,1,1,1157,0.66119274,0.007778738,0.000864304,0.000864304,0.002592913,9.0,11,0,13,0,119
1482,2257,1670,314,84,0,0,4424,0.334990958,0.51017179,0.377486438,0.070976492,0.018987342,1.351497006,13,0,14,0,156
6647,38197,355,17564,810,1,1,4376,1.518967093,8.728747715,0.081124314,4.013711152,0.185100548,107.5971831,10,0,11,0,153
462,4,0,0,0,0,0,794,0.58186398,0.005037783,0.0,0.0,0.0,23524.0,15,1,17,0,107
105,18,2,0,1,1,1,741,0.141700405,0.0242914979999999,0.002699055,0.0,0.0013495279999999,9.0,12,0,15,0,160
14365,86742,350,97,402,0,1,4060,3.53817734,21.36502463,0.0862068969999999,0.023891626,0.099014778,247.8342857,12,0,19,0,49
49573,252725,958,2378,1437,0,1,3982,12.44927172,63.46685083,0.240582622,0.597187343,0.360873933,263.8048017,15,2,14,0,127
5208,11616,1733,8548,157,0,0,3695,1.40947226,3.143707713,0.469012179,2.313396482,0.0424898509999999,6.7028274670000005,13,0,14,0,142
95047,18804,2417,8998,569,0,0,5075,18.72847291,3.705221675,0.476256158,1.773004926,0.1121182269999999,7.779892428999999,10,0,11,0,57
817,3157,233,1738,61,0,1,4375,0.1867428569999999,0.7216,0.053257143,0.397257143,0.013942857,13.54935622,15,0,17,0,157
397,4,0,0,1,1,1,3083,0.128770678,0.001297438,0.0,0.0,0.000324359,23524.0,12,0,13,0,0
1065,12,1,0,2,1,1,1973,0.539787126,0.006082108,0.000506842,0.0,0.001013685,12.0,13,0,19,0,55
27799,67990,1542,21086,751,0,1,3339,8.325546571,20.36238395,0.461814915,6.315064391,0.22491764,44.092088200000006,13,0,17,0,160
915,2224,1830,3220,63,0,0,4360,0.209862385,0.5100917429999999,0.419724771,0.73853211,0.014449541,1.215300546,12,0,12,0,62
27180,46970,1107,66541,551,0,1,4453,6.103750281,10.54794521,0.248596452,14.9429598,0.1237368069999999,42.42999097,11,0,15,0,156
4039,2259,60,527,89,1,1,2568,1.572819315,0.8796728970000001,0.023364486,0.2052180689999999,0.034657321,37.65,14,0,13,0,115
175494,238755,1699,6794,1975,0,1,4866,36.06535142,49.06596794,0.3491574189999999,1.39621866,0.405877517,140.5267805,7,1,7,1,140
2577,8824,2029,4683,88,1,1,4542,0.567371202,1.942756495,0.446719507,1.031043593,0.019374725,4.348940365,8,0,9,0,138
812,396,0,0,45,0,0,1543,0.52624757,0.256642903,0.0,0.0,0.029163966,23524.0,13,0,9,0,79
8321,4878,1847,11568,207,0,1,2700,3.081851852,1.806666667,0.6840740740000001,4.284444444,0.076666667,2.641039524,13,0,15,0,133
3852,1174,1455,1665,44,1,1,1390,2.771223022,0.844604317,1.04676259,1.197841727,0.031654676,0.806872852,12,0,15,0,111
21567,23127,7559,72151,204,0,0,4437,4.8607167,5.212305612,1.7036285780000002,16.26121253,0.045977011,3.059531684,13,2,12,0,149
2478,121,1,0,10,1,1,1949,1.271421242,0.06208312,0.000513084,0.0,0.005130836,121.0,15,0,19,0,94
29097,469,2,5,25,0,0,2104,13.82937262,0.222908745,0.00095057,0.002376426,0.0118821289999999,234.5,12,0,12,0,81
12544,3073,806,3352,88,0,1,2987,4.199531302,1.02879143,0.269835956,1.122196183,0.029460998,3.812655087,10,0,16,0,154
16235,34,4,3,7,1,1,1325,12.25283019,0.025660377,0.003018868,0.002264151,0.005283019,8.5,14,0,16,0,131
41219,21439,8896,3040,532,0,1,4486,9.188363798,4.779090504,1.983058404,0.6776638429999999,0.118591173,2.409959532,9,0,9,0,103
9355,12,0,0,2,1,1,1857,5.037695207,0.006462036,0.0,0.0,0.001077006,23524.0,14,0,12,0,125
74945,9333,7295,6236,123,0,1,4540,16.50770925,2.055726872,1.606828194,1.373568282,0.027092511,1.279369431,10,0,10,0,141
1264,279,1,0,10,1,1,1404,0.9002849,0.1987179489999999,0.000712251,0.0,0.0071225069999999,279.0,9,2,5,0,142
54875,652785,5182,12689,9122,1,1,4277,12.83025485,152.62684119999997,1.211596914,2.966799158,2.132803367,125.9716326,12,0,13,0,157
30200,6484,1519,7266,170,0,1,4697,6.429635938,1.38045561,0.323397914,1.546944858,0.036193315,4.268597762,6,0,11,0,123
25554,2155,2074,9800,128,0,1,4429,5.769699706,0.486565816,0.4682772629999999,2.212689095,0.028900429,1.039054966,8,0,10,0,113
11924,75784,3512,19863,209,0,1,4375,2.725485714,17.32205714,0.802742857,4.5401142860000006,0.047771429,21.5785877,7,0,14,0,159
31181,5913,1674,761,122,1,1,3424,9.106600467,1.72692757,0.488901869,0.222254673,0.035630841,3.532258065,10,1,15,0,160
21379,74498,4836,11414,1511,0,1,4542,4.706957288,16.40202554,1.064729194,2.512989872,0.332672831,15.40488007,10,0,11,0,159
9117,1054,1042,7567,48,0,1,3689,2.471401464,0.285714286,0.282461372,2.051233397,0.013011656,1.011516315,9,0,9,0,145
10853,18563,483,1939,332,1,1,4256,2.550046992,4.3616071430000005,0.1134868419999999,0.455592105,0.078007519,38.43271222,10,0,11,0,117
38819,82608,824,2891,3192,1,1,4368,8.8871337,18.91208791,0.1886446889999999,0.6618589739999999,0.7307692309999999,100.2524272,12,0,12,0,151
10823,1589,9,10,12,0,0,1504,7.196143617000001,1.056515957,0.005984043,0.0066489359999999,0.007978723,176.5555556,14,0,17,0,38
1904,97,2,1,16,1,1,2021,0.942107867,0.047996042,0.000989609,0.000494805,0.007916873,48.5,6,0,7,0,76
24308,16260,1070,1135,57,0,1,3333,7.293129313,4.878487849,0.321032103,0.3405340529999999,0.01710171,15.19626168,8,0,8,0,154
5903,54358,941,4323,274,1,1,4405,1.340068104,12.3400681,0.213620885,0.98138479,0.062202043,57.76620616,12,0,13,0,149
3979,2986,235,8084,45,0,0,3918,1.015569168,0.762123532,0.059979581,2.063297601,0.011485452,12.70638298,13,0,14,0,152
2281,1283,332,1837,21,0,1,3120,0.731089744,0.4112179489999999,0.106410256,0.588782051,0.006730769,3.864457831,14,0,12,0,128
26587,89285,1707,26030,751,0,1,2944,9.030910326,30.32778533,0.57982337,8.841711957000001,0.255095109,52.30521383,12,0,11,0,67
3148,1076,550,4289,23,0,0,3296,0.955097087,0.326456311,0.166868932,1.301274272,0.006978155,1.956363636,11,0,21,0,21
36804,30439,664,11982,315,0,1,3723,9.885576148,8.175933387,0.1783507919999999,3.21837228,0.084609186,45.84186747,13,0,10,0,158
5296,2427,1214,1509,87,0,1,3534,1.4985851730000002,0.686757216,0.343520091,0.426994907,0.024617997,1.999176277,11,0,13,0,154
181383,236902,4330,6910,2852,0,1,4648,39.02388124,50.96858864,0.931583477,1.486660929,0.613597246,54.71177829,11,0,15,1,57
37805,9864,1480,23523,314,0,1,3492,10.82617411,2.824742268,0.423825888,6.736254296,0.089919817,6.664864865,11,0,14,0,157
3760,6423,3933,1862,153,0,0,3660,1.027322404,1.754918033,1.074590164,0.5087431689999999,0.041803279,1.6331045,13,0,16,0,110
31265,9938,4703,7870,326,0,1,4397,7.110529907,2.260177394,1.069592904,1.78985672,0.07414146,2.113119286,10,0,11,0,94
7761,22687,345,50,346,1,1,3383,2.294117647,6.706177949,0.1019804909999999,0.014779781,0.102276086,65.75942029,13,0,14,0,21
80148,121334,559,9708,1868,1,1,3614,22.1770891,33.57332595,0.154676259,2.686220255,0.516878805,217.0554562,10,0,11,0,94
6042,173726,449,200,955,0,0,4085,1.479069767,42.52778458,0.109914321,0.0489596079999999,0.23378213,386.9175947,15,0,13,0,124
3170,1068,5,0,55,0,1,2516,1.259936407,0.424483307,0.001987281,0.0,0.021860095,213.6,13,0,16,0,107
5575,10,0,0,4,1,1,1382,4.034008683,0.00723589,0.0,0.0,0.002894356,23524.0,10,0,10,0,17
17305,8995,1697,11956,226,0,0,4368,3.961767399,2.059294872,0.388507326,2.737179487,0.051739927,5.300530348000001,11,0,19,0,126
4776,4062,909,1693,212,0,1,3570,1.337815126,1.137815126,0.254621849,0.474229692,0.059383754,4.468646865,14,0,14,0,146
28795,9046,79,1618,265,0,1,2644,10.89069592,3.4213313160000003,0.029878971,0.611951589,0.100226929,114.5063291,7,3,9,3,88
13993,5837,1808,7826,280,0,1,4275,3.2732163739999995,1.365380117,0.422923977,1.830643275,0.065497076,3.228429204,11,0,11,0,160
29483,35830,5905,71396,528,0,1,4061,7.260034473999999,8.822950012,1.454075351,17.58089141,0.1300172369999999,6.067739204,11,0,12,0,152
64879,6777,862,8746,262,0,1,4470,14.51431767,1.516107383,0.192841163,1.956599553,0.058612975,7.861948956,10,0,18,0,160
7871,8461,1085,2133,126,0,1,4393,1.791714091,1.926018666,0.246983838,0.485545186,0.028681994,7.798156682,12,0,13,0,145
25244,56524,1997,5153,2646,0,1,4334,5.824642363,13.04199354,0.460775265,1.188970928,0.610521458,28.30445669,15,0,16,0,44
590,538,815,415,5,1,1,3901,0.1512432709999999,0.137913356,0.20892079,0.106382979,0.001281723,0.660122699,10,0,11,0,11
17358,39510,2169,5355,1092,0,1,4588,3.783347864,8.611595466,0.4727550129999999,1.16717524,0.238012206,18.21576763,12,0,12,0,147
3444,240,227,1,18,0,0,2168,1.588560886,0.1107011069999999,0.1047047969999999,0.000461255,0.008302583,1.057268722,14,0,16,0,137
229528,1342549,1,10166,11059,0,0,2320,98.93448276,578.6849137999999,0.000431034,4.381896552,4.766810345,1342549.0,10,0,10,0,65
5593,29367,377,7606,405,0,0,4454,1.255725191,6.593399192000001,0.084643018,1.707678491,0.090929502,77.89655172,7,0,7,0,104
49364,5958,1803,7924,177,1,1,3307,14.92712428,1.8016329,0.545207136,2.396129422,0.05352283,3.304492512,13,0,13,0,145
28679,904015,174,7128,3366,0,0,4527,6.335100507999999,199.6940579,0.03843605,1.574552684,0.743538767,5195.488506000001,14,0,16,0,61
56927,154,1,0,12,0,0,1868,30.4748394,0.082441113,0.000535332,0.0,0.006423983,154.0,14,0,19,3,140
34331,55656,1163,21307,2001,1,1,2808,12.2261396,19.82051282,0.4141737889999999,7.587962963,0.712606838,47.855546,10,0,11,0,159
197,1523,466,67,35,1,1,2975,0.066218487,0.511932773,0.156638655,0.022521008,0.011764706,3.268240343,10,1,18,0,42
78550,15019,5215,12517,540,0,1,4428,17.73938573,3.391824752,1.177732611,2.8267841010000003,0.12195122,2.879961649,9,1,9,0,128
415,11,0,0,3,1,1,1142,0.3633975479999999,0.009632224,0.0,0.0,0.00262697,23524.0,15,0,19,0,116
1102,34,0,3,1,0,0,976,1.129098361,0.034836066,0.0,0.00307377,0.00102459,23524.0,11,2,17,2,149
2163,7546,369,5107,30,1,1,2527,0.855955679,2.986149584,0.1460229519999999,2.020973486,0.011871785,20.4498645,10,1,16,0,93
71262,13402,1257,15375,481,0,1,5006,14.23531762,2.677187375,0.251098682,3.071314423,0.096084698,10.6618934,10,0,11,0,78
1997,68241,253,1968,587,1,1,3651,0.546973432,18.69104355,0.069296083,0.5390304029999999,0.160777869,269.7272727,14,0,18,0,34
1897,1201,924,1056,42,0,0,3399,0.558105325,0.353339217,0.27184466,0.310679612,0.012356575,1.29978355,13,1,13,0,86
102617,151407,12,0,152,0,1,3065,33.48026101,49.39869494,0.0039151709999999,0.0,0.04959217,12617.25,11,0,18,0,160
64229,27627,1537,5951,263,0,1,3599,17.84634621,7.676298972,0.4270630729999999,1.653514865,0.073075854,17.97462589,10,0,11,0,21
7739,23902,534,411,714,0,1,4454,1.737539291,5.366412214,0.1198922319999999,0.092276605,0.160305344,44.76029963,7,0,14,0,103
7168,38,1,0,4,1,1,1588,4.513853903999999,0.023929471,0.000629723,0.0,0.002518892,38.0,15,0,10,0,66
27993,15203,2726,19796,202,0,1,3521,7.950298211000001,4.317807441,0.7742118720000001,5.622266402,0.057370065,5.57703595,15,2,14,0,65
57015,55512,11725,2429,1366,0,1,4470,12.75503356,12.41879195,2.623042506,0.543400447,0.305592841,4.734498933999999,10,0,10,0,146
6829,7118,1403,9100,161,1,1,4416,1.546422101,1.611865942,0.317708333,2.060688406,0.0364583329999999,5.073414113,10,0,8,0,125
28206,1231,250,0,308,0,1,4736,5.955658784,0.259923986,0.052787162,0.0,0.065033784,4.924,10,1,10,0,158
33167,4755,1610,16378,144,0,0,3246,10.21780653,1.464879852,0.495995071,5.045594578,0.044362292,2.953416149,12,0,12,0,154
41700,186286,462,59,2250,0,1,4499,9.268726384,41.40609024,0.102689487,0.013114025,0.500111136,403.2164502,9,0,10,0,0
5282,6847,678,4848,61,0,1,4437,1.190443994,1.543159793,0.15280595,1.092630156,0.013748028,10.09882006,13,0,14,0,26
31400,10429,881,11812,505,0,1,4449,7.05776579,2.344122275,0.198022027,2.654978647,0.113508654,11.83768445,14,0,16,0,103
2743,23992,344,189,202,0,1,3190,0.8598746079999999,7.521003135,0.107836991,0.059247649,0.063322884,69.74418605,8,0,20,0,137
136217,70332,672,1516,692,0,1,4306,31.63423131,16.33348816,0.15606131,0.352066883,0.160705992,104.6607143,9,2,11,2,139
11201,5825,591,6063,67,1,1,4538,2.468267959,1.283605112,0.130233583,1.336051124,0.014764213,9.856175973,12,0,12,0,77
1272,17,0,0,8,1,1,1305,0.974712644,0.01302682,0.0,0.0,0.006130268,23524.0,10,0,12,0,136
452,60275,0,667,797,0,1,4740,0.09535865,12.71624473,0.0,0.1407173,0.16814346,257472.0,6,0,5,0,125
69438,5454,7005,25957,198,0,1,4256,16.31531955,1.281484962,1.645911654,6.098919173,0.046522556,0.7785867240000001,12,0,13,0,103
39185,5821,2001,18949,136,0,1,4761,8.230413779,1.222642302,0.420289855,3.980046209,0.028565427,2.909045477,11,0,12,0,129
44234,76013,4694,2825,2420,0,0,4374,10.1129401,17.378372199999998,1.073159579,0.645861911,0.553269319,16.19365147,7,0,8,0,95
43014,2139554,1061,21,13312,0,0,3850,11.17246753,555.7283117000001,0.275584416,0.005454545,3.457662338,2016.544769,10,0,11,0,7
16202,5970,1229,1604,437,0,1,4325,3.746127168,1.3803468209999998,0.28416185,0.370867052,0.101040462,4.857607811,12,0,10,0,160
26042,37917,2514,13823,1052,0,1,4564,5.705959684,8.307843996,0.5508326029999999,3.028702892,0.230499562,15.0823389,10,0,11,0,69
165638,178441,2054,5697,2718,1,1,3923,42.22227887,45.48585266,0.523578894,1.452204945,0.692837114,86.87487829,15,0,16,0,143
1443,13,0,4,1,0,0,1171,1.232280102,0.011101623,0.0,0.003415884,0.000853971,23524.0,10,0,10,0,109
11946,34,6,4,9,1,1,4173,2.8626887130000003,0.008147616,0.001437815,0.000958543,0.002156722,5.666666667,11,0,11,0,117
657,1127,0,0,38,0,0,1038,0.632947977,1.085741811,0.0,0.0,0.036608863,23524.0,13,0,33,0,14
27630,58934,3148,2141,1106,0,1,4251,6.499647142000001,13.86356151,0.74053164,0.503646201,0.260174077,18.72109276,14,0,15,0,81
6131,18489191,49,6,69119,0,1,4593,1.334857392,4025.515132,0.010668408,0.001306336,15.04876987,377330.4286,13,0,15,0,14
89217,50170,2925,61961,1118,0,1,3594,24.82387312,13.95937674,0.813856427,17.24012243,0.311074012,17.15213675,12,0,12,0,96
12998,5791,1019,5909,188,1,1,3638,3.572842221,1.591808686,0.280098955,1.62424409,0.051676745,5.683022571,14,1,14,0,117
31111,5946,3320,13889,159,0,1,3737,8.325127107,1.5911158680000002,0.888413166,3.716617608,0.0425474979999999,1.790963855,11,0,12,0,140
8961,31354,475,7750,857,0,1,4318,2.075266327,7.261232052,0.1100046319999999,1.794812413,0.198471515,66.00842105,11,0,12,0,76
22688,17471,4053,11028,389,0,0,4310,5.2640371230000005,4.0535962880000005,0.94037123,2.558700696,0.09025522,4.310634098,12,0,13,0,142
3637,369777,692,711,3210,0,1,4357,0.83474868,84.86963507,0.15882488,0.163185678,0.736745467,534.3598266,15,0,16,0,136
112068,11824,954,1505,227,0,0,4377,25.60383825,2.701393649,0.217957505,0.343842815,0.0518620059999999,12.39412998,13,0,15,0,119
141273,2650,3968,92379,87,1,1,2149,65.73894835,1.233131689,1.846440205,42.98697068,0.040483946,0.667842742,6,0,9,0,143
20250,58857,262,3292,482,0,1,2567,7.888585898,22.928321,0.102064667,1.282430853,0.187767822,224.6450382,7,0,4,0,72
2389,4869,1517,1087,171,0,1,3533,0.676195868,1.378148882,0.42938013,0.307670535,0.048400793,3.2096242580000003,10,0,11,0,25
3019,1,0,0,0,1,1,1058,2.853497164,0.00094518,0.0,0.0,0.0,23524.0,8,0,14,0,86
33063,446,1018,2186,30,0,0,1532,21.58159269,0.291122715,0.6644908620000001,1.42689295,0.019582245,0.438113949,15,0,16,0,98
31651,3890,2,4,196,0,0,2004,15.79391218,1.941117764,0.000998004,0.001996008,0.0978043909999999,1945.0,14,0,17,0,137
1114,2231,148,253,73,0,1,2736,0.4071637429999999,0.815423977,0.054093567,0.09247076,0.026681287,15.07432432,13,1,10,0,48
574,13453,6038,8928,432,0,0,3860,0.148704663,3.485233161,1.564248705,2.312953368,0.111917098,2.228055648,13,0,14,0,77
18763,96096,494,10885,2219,0,0,4001,4.689577606,24.0179955,0.123469133,2.720569858,0.554611347,194.5263158,5,0,47,0,160
1270,12,1,1,3,1,1,737,1.7232021709999998,0.016282225,0.001356852,0.001356852,0.0040705559999999,12.0,15,0,13,0,31
22268,7405,3422,24550,277,0,0,4480,4.970535714,1.652901786,0.763839286,5.479910714,0.061830357,2.163939217,15,0,17,0,19
2058,516,1,4,23,0,0,1396,1.474212034,0.369627507,0.000716332,0.00286533,0.016475645,516.0,15,0,15,0,71
16918,4717,701,85,92,0,1,4361,3.879385462,1.081632653,0.160742949,0.019490942,0.021096079,6.728958631,11,0,11,0,155
28441,1223,2,0,103,1,1,1873,15.18473038,0.6529631610000001,0.001067806,0.0,0.054991991,611.5,10,0,11,0,58
4281,87071,942,5030,644,1,1,3731,1.147413562,23.33717502,0.252479228,1.348164031,0.17260788,92.43205945,14,0,8,0,157
3611,53,38,6,13,0,0,1539,2.346328785,0.034437947,0.0246913579999999,0.003898635,0.008447044,1.394736842,14,0,18,0,122
55506,9734,402,893,144,0,1,4354,12.74827745,2.235645384,0.092328893,0.20509876,0.033073036,24.21393035,11,2,12,2,122
6184,2277,876,1003,125,1,1,4094,1.510503175,0.556179775,0.213971666,0.244992672,0.030532487,2.599315068,8,0,9,0,102
936,35,1,0,10,0,0,1497,0.625250501,0.023380094,0.000668003,0.0,0.006680027,35.0,9,0,19,0,78
6154,158,0,2,6,1,1,1202,5.119800333,0.131447587,0.0,0.001663894,0.0049916809999999,23524.0,12,0,12,0,150
2409,7287,882,791,341,0,0,2794,0.862204724,2.608088762,0.31567645,0.283106657,0.122047244,8.261904762,15,0,15,0,117
27361,2545881,1006,36631,9239,0,1,3948,6.930344477999999,644.8533434999999,0.254812563,9.278368794,2.340172239,2530.696819,8,0,18,0,0
4775,14111,235,18974,539,0,0,4023,1.18692518,3.507581407,0.058414119,4.71638081,0.133979617,60.04680851,6,0,16,0,41
26583,19,0,0,10,1,1,2402,11.06702748,0.007910075,0.0,0.0,0.004163197,23524.0,12,0,12,0,118
10519,28927,1328,5778,437,1,1,3996,2.632382382,7.238988989,0.332332332,1.445945946,0.109359359,21.78237952,14,0,15,0,144
1341,66,0,0,8,0,0,1012,1.325098814,0.065217391,0.0,0.0,0.007905138,23524.0,15,0,10,0,160
18691,216528,632,6603,4505,0,1,4338,4.308667589,49.91424620000001,0.145689258,1.522130014,1.038497003,342.6075949,11,0,29,1,88
24860,74762,2653,16089,964,1,1,4278,5.811126695,17.47592333,0.620149603,3.760869565,0.225338943,28.18017339,15,0,13,0,154
11342,17569,2712,8307,299,0,1,3861,2.937580938,4.55037555,0.702408702,2.151515152,0.077441077,6.478244837999999,11,0,12,0,157
24630,14818,3870,18168,406,0,1,3699,6.658556367,4.005947553,1.04622871,4.911597729,0.109759394,3.828940568,11,0,17,0,158
9769,5011,4236,4987,196,0,1,3786,2.580295827,1.323560486,1.118858954,1.317221342,0.051769678,1.182955619,14,0,17,0,79
237872,25202,2767,3136,589,0,1,5118,46.47753029,4.924189136,0.540640875,0.612739351,0.115084017,9.10805927,10,0,13,0,147
46562,37991,5426,4885,2171,0,1,5174,8.999226904,7.342674913,1.048705064,0.944143796,0.41959799,7.00165868,6,0,17,0,117
5730,805,684,2689,27,1,1,4630,1.237580994,0.173866091,0.147732181,0.580777538,0.005831533,1.176900585,13,0,14,0,117
9094,21049,478,6667,317,0,0,4710,1.930785563,4.469002123,0.1014862,1.415498938,0.067303609,44.03556485,8,0,9,0,139
8975,964,321,426,40,1,1,4058,2.211680631,0.237555446,0.0791030059999999,0.104977822,0.009857072,3.003115265,12,0,11,0,110
1074,2174,0,47,72,0,0,1833,0.585924714,1.186033824,0.0,0.025641026,0.039279869,23524.0,9,0,9,0,109
25702,244914,574,50,4155,0,1,4372,5.878774016,56.01875572,0.131290027,0.0114364139999999,0.950365965,426.6794425,14,0,15,0,46
21589,7038,1508,640,339,1,1,4446,4.855825461,1.582995951,0.339181287,0.143949618,0.076248313,4.667108753,10,0,11,0,108
21498,11,1,0,5,1,1,1578,13.62357414,0.006970849,0.000633714,0.0,0.003168568,11.0,12,0,20,0,159
25105,7165,2340,2952,346,0,1,4292,5.849254427000001,1.6693849019999998,0.545200373,0.68779124,0.080615098,3.061965812,14,0,15,0,136
19812,3274,9,35,29,0,0,1502,13.19041278,2.17976032,0.0059920109999999,0.023302264,0.01930759,363.7777778,10,0,10,0,56
6423,5128,3634,2097,59,1,1,3382,1.899172088,1.5162625669999998,1.074512123,0.6200473089999999,0.0174452989999999,1.411117226,13,0,19,0,52
35376,1816,233,168,138,0,1,3633,9.737407102,0.4998623729999999,0.064134324,0.046242775,0.037985136,7.793991416,14,0,8,1,31
575,20,1,0,4,0,0,1109,0.5184851220000001,0.018034265,0.000901713,0.0,0.0036068529999999,20.0,11,0,14,0,48
4583,28,1,0,29,0,0,1563,2.932181702,0.017914267,0.000639795,0.0,0.018554063,28.0,10,0,19,0,60
10007,6604,386,4265,96,0,1,3525,2.8388652480000003,1.873475177,0.109503546,1.209929078,0.027234043,17.10880829,11,0,19,0,153
5272,495388,6431,12385,2506,0,1,4410,1.195464853,112.3328798,1.458276644,2.8083900230000003,0.5682539679999999,77.03125486,11,0,18,0,160
4850,5398,1258,3120,128,0,1,4220,1.1492891,1.279146919,0.298104265,0.7393364929999999,0.030331754,4.290937997,8,0,20,0,137
8438,209,1,115,22,0,0,1593,5.296924043,0.1311989959999999,0.000627746,0.072190835,0.013810421,209.0,11,0,12,0,128
109386,26,4,830,4,1,1,1655,66.09425982,0.01570997,0.0024169179999999,0.501510574,0.0024169179999999,6.5,13,0,13,0,30
24418,10545,1050,27739,113,0,1,4367,5.591481566000001,2.414701168,0.240439661,6.351957866,0.025875887,10.04285714,14,0,15,0,158
56622,48,0,1,13,0,0,1986,28.51057402,0.024169184,0.0,0.000503525,0.0065458209999999,23524.0,9,0,14,0,148
1483,118302,1463,8449,607,0,0,1248,1.188301282,94.79326923,1.172275641,6.770032051,0.486378205,80.86261107,15,1,15,0,102
64496,16525,6208,16665,384,0,1,4804,13.42547877,3.439841799,1.292256453,3.46898418,0.079933389,2.661887887,12,0,17,0,157
6535,30842,2159,7600,81,0,1,4114,1.5884783669999998,7.496840057999999,0.524793388,1.84735051,0.019688867,14.28531728,14,0,27,0,118
